Gondi Word	Telugu Meaning
కుద కుద	లబ్ డబ్ లబ్ డబ్
కుద్రు సీమ్	కుదుర్చు
కుదుర్ డొక్కె	బల్లి
కుదుర్క్‌నె ఆ-	కలత చెందుట
కుంట	కుంట
కుంద (జాడి)	గడ్డి
కున్బి	కూలి చేసేవాడు
కుంజి	తాళం చెవి
కుంజి-డబ్బ	తాళము
కుప్పర్	పీతాంబరము
కుప్సె మా-	చొరడం
కుబ్రె	దోసకాయ
కుండి	పూలకుండీ
కుమ్మల్	కుమ్మరివాడు
కుమ్మె	కుమ్మరి పెండ్లం
కుమ్మె వీసి	కుమ్మరి ఈగ
కుముడ్ (మర్ర)	మునగ చెట్టు
కుర్కుమ్	మొటిమ
కుర్చి కీసి	చంకలో పెట్టుకొని
కుర్ప	చిన్న కొడవలి
కుర్మా	ఊక
కుర్వి	కుండ
కుర్సి	కుర్చీ
కులం	కులం
కుల్లొ	తియ్యి
కువరి	అవివాహితుడు
కువ్వత్	శక్తి
కుస కుస	మెల్లగా మెల్లగా
కుసయ్	చాటుగా
కుస్ కుస్ వడ్క్-	మెల్లగా మాట్లాడడం
కుస్తి పియ	కుస్తీపట్టు
కుస్రి	కూర
కుసి	ఆనందంగా
కుసి గమ్మత్	ఆనందం
కుసి లాగుస	తృప్తి కలిగించు
కుసిఆమ్	సంతోసించు
కుసితె మన్	ఆనందంగా వుండు
కుసిరజ్జి	సంతోషంగా
కుహ్చె (మీన్)	అలుగు (చేప)
కూట	మూరెడు
కూటర్	ఊక,మేత
కూట్-	కుంటుట
కూటి కీమ్	కుంటి దానిగ చేయు
కూటెక్ కూటెక్	కుంటుతూ కుంటుతూ
కూడ్సెర్	దొర్లుతున్న
కూడ్-	దొర్లించడం
కూడి	విస్తరి (ఆకులు)
కూత్లి	చంక
కూబ్	చాలా ఎక్కువ
కూయ్‌సఙ్ నోతఙ్	పురిటి నొప్పులు
కూర	వెండి
కూర సాని	పొట్టి వ్యక్తి
కూర్	పీనుగు
కూర్క్-	నిద్ర
కూరి	డెక్క
కూల	పిరుదు
కూలుమ్	చీము
కూస	పలుగు
కూస్క్ వల్	రాకుట
కూస్వల్	కూత
కెక్రెమాయ్వల్	దగ్గు
కెంచ్ బుద్ది	చెడ్డ గుణము
కెంజ్క	కందెన కాయ
కెంచు	చాలా మొండివాడు
కెమ్మల్ గోటి	వంకర మెడ
కెయ్ట	కట్టె
కెయ్త	చేదుగా
కెయ్ముల్	చేదు
కెయ్సర్	చెత్తను ఊడ్చే చీపురు
కెయ్‌ద గడి	చేతి గడియారం
కెర్రె వెర్రె	చప్పుడు
కెర్-	తొడుక్కుంది
కెల్	వెంట్రుక
కెవి	చెవి
కెవి ముద్ద	చెవి పోగు
కెవి కాంచులి	చెవి కింది భాగం
కెవి గద్దింగ్	చెవి కన్నాలు
కెహ్క మాటి	కందగడ్డ
కెహ్-	మూయుట
కేక్డె కాల్ (జాడి)	ఒక రకమైన గడ్డి
కేక్రి కీ-	దగ్గుతున్నాడు
కేడ	అడవి
కేతి కామ్	వ్యవసాయం
కేతి దారల్	రైతు
కేంజ్-	విను
కేంజ్వక్	వినకుండా
కేపత్ వాంత	తరుచుగా వచ్చు
కేప్-	కాపల గాయడం
కేప్వల్	కావలి వాడు
కేయ్-	పిలుపు
కేయ్వల్	పిలిపించు
కేరి	మొనదేలిన గట్టు
కేరె	అరటి
కేరె (మర్ర)	అరటి (చెట్టు)
కేరెల్	మోపురం
కేల్	ఆట
కేస్కుడ్	నిచ్చెన ఎక్కుటకు వాడుతారు
కేస్ల (మర్ర)	మునగ చెట్టు
కేస్లపుడి	గుంపు పురుగులు
కేహల్ వాయొ	జ్ఙప్తికి రావడం లేదు
కొఙల్ బండ	పెద్ద బండ
కొజ్జి	అడుగు
కొట్క	కొట్టాము
కొట్క (పిట్టె)	పిచ్చుక
కొట్వల్ (మీన్)	జెల్ల
కొట్-	కుట్టు
కొడ్కెల	లేతగా
కొడ్డి	కొన
కొడ్వింజ్	కొవ్వు
కొడ్వింజ్ నియ్	కొవ్వు
కొడుతొర్	కొవ్వుగలవాడు
కొడ్స్-	మొలుస్తుంది
కొడ్స	చిగురు
కొడి-	కుట్టుట
కొడొప్	దోసె
కొత్తంగ్	డబ్బు
కొత్త	పైస
కొద్ద పా-	తడబడు
కొంకి	వంకర
కొంటె	పగ
కొనొడ	దేవుని కొమ్ట
కొండ కెల్క్	కను బొమ వెంట్రుకలు
కొండ బుడ్కుమ్	నత్త
కొయ్య	కొయ్య
కొయ్సల్	వంకర
కొయ్-	కోయడం
కొరలిక్ మీసెల్క్	పెద్ద మీసాలు
కొర్	కోడి
కొర్ పిల్ల	కోడి పిల్ల
కొర్కంత	కొరుకుట
కొర్వి	చెంప
కొరి-	తీయడం
కొరెకల్	చెవిలోని జిబిలి
కొరెంజ	కోరిక
కొరొప్	మజ్జిగ
కొల్మి	కొలిమి
కొస్వల్	వేరుపర్చుట
కొసుర్వల్	బేరం చేయడం
కొసొ	మసి
కొహ్క (మర్ర)	జీడి (చెట్టు)
కొహ్క్-	దంచు
కొహ్క్-	పొడిచింది
కొహ్రె	గుమ్మడి కాయ
కొహెమాటి	ఒక విధమైన దుంప
కోక్ల	దగ్గు
కోక్ల కీ-	దగ్గు
కోకొ	తమ్ముడు
కోఙల్ (పిట్టె)	కొంగ
కోజ	గిన్నె
కోట్	కోటు
కోటి	కోటి
కోడ	తుపాకి ట్రగ్గర్
కోడ	గడ్డి చిలుక
కోడ	వెదురు బొంగు
కోడ	లోపల
కోడ పాలుండి	గుర్రపు డెక్క
కోడ పిప్రి	గడ్డి చిలుక
కోడతిరుడి (పుడి)	పెద్ద' జెర్రి
కోడమావ్	అడవిలో ఉండేది
కోడలవ్డ (మర్ర)	వన మూలిక (చెట్టు)
కోడల్ పేన్	నృత్య దేవత పేరు
కోడసాప్	ఒకరకమైన ముళ్ల మొక్క
కోత్లల్	కొత్వాలి
కోన్	మూల
కోప	చిన్న కుండ
కోబ్రె	కుడుక
కోబ్రె నియ్	కొబ్బరి నూనె
కోమ్ట	మూల
కోయ	గోండి
కోయ్‌తొర్	గోండి వ్యక్తి
కోయ్తడ్	గోండి ఆమె
కోయకట్	గోండి కట్టు
కోర	వొడి
కోరతె మన్వల్	ఒడిలో ఉండడం
కొహ్క్	కొమ్ములు
కోర్కె	కోరిక
కోర్టె	ముల్ల పొద
కోర్డ సొత్త	ఎండిపోవడం
కోర్సె	బొగ్గు
